dataset,session_id,role,model_split,feature_set,sample_rate_hz,tensor_relative_path,included_streams,stream_dims,stream_source_rates,stream_alignment_methods,n_features,aligned_len,target_n_values,target_valid_count,target_nan_count,dropped_target_tail_frames
noxij,120,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/120/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,19500,19519,19500,0,19
noxij,133,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/133/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,28575,28594,28575,0,19
noxij,133,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/133/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,28575,28594,28575,0,19
noxij,134,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/134/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,24975,24983,24975,0,8
noxij,134,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/134/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,24975,24983,24975,0,8
noxij,135,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/135/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21075,21096,21075,0,21
noxij,135,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/135/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21075,21096,21075,0,21
noxij,136,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/136/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21607,21600,0,7
noxij,136,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/136/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21607,21600,0,7
noxij,137,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/137/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21623,21600,0,23
noxij,137,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/137/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21623,21600,0,23
noxij,138,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/138/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21613,21600,0,13
noxij,138,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/138/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21600,21618,21600,0,18
noxij,139,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/139/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,18925,18931,18925,0,6
noxij,139,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/139/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,18925,18931,18925,0,6
noxij,140,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/140/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,20175,20190,20175,0,15
noxij,140,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/140/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,20175,20190,20175,0,15
noxij,141,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/141/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,30625,30645,30625,0,20
noxij,141,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/141/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,30625,30645,30625,0,20
noxij,142,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/142/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,24125,24139,24125,0,14
noxij,142,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/142/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,24125,24139,24125,0,14
