dataset,session_id,role,model_split,feature_set,sample_rate_hz,tensor_relative_path,included_streams,stream_dims,stream_source_rates,stream_alignment_methods,n_features,aligned_len,target_n_values,target_valid_count,target_nan_count,dropped_target_tail_frames,transform_method,transform_scope,transform_suffix,source_tensor_relative_path,normalizer_path,reducer_path,variance_path
noxi,049,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/049/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,32271,32274,32271,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/049/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,049,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/049/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,32271,32274,32271,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/049/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,050,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/050/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,35067,35069,35067,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/050/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,050,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/050/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,35067,35069,35067,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/050/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,052,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/052/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,14860,14861,14860,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/052/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,052,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/052/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,14860,14861,14860,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/052/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,055,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/055/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22465,22467,22465,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/055/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,055,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/055/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22465,22467,22465,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/055/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,056,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/056/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21796,21797,21796,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/056/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,056,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/056/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21796,21797,21796,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/056/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,057,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/057/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25126,25128,25126,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/057/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,057,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/057/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25127,25128,25127,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/057/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,064,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/064/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17229,17232,17229,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/064/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,064,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/064/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17229,17232,17229,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/064/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,066,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/066/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,28512,28513,28512,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/066/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,066,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/066/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,28512,28513,28512,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/066/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,067,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/067/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,47667,47669,47667,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/067/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,067,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/067/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,47667,47669,47667,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/067/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,068,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/068/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25265,25267,25265,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/068/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,068,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/068/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25265,25267,25265,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/068/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,069,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/069/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,47863,47866,47863,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/069/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,069,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/069/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,47863,47866,47863,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/069/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,070,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/070/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,26094,26097,26094,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/070/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,070,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/070/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,26094,26097,26094,0,3,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/070/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,072,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/072/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21749,21750,21749,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/072/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,072,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/072/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21749,21750,21749,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/072/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,073,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/073/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22531,22533,22531,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/073/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,073,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/073/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22532,22533,22532,0,1,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/073/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxi,077,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/077/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22598,22600,22598,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/077/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxi,077,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxi/077/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22598,22600,22598,0,2,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxi/077/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,086,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/086/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17524,17546,17524,0,22,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/086/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,086,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/086/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17524,17547,17524,0,23,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/086/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,101,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/101/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,29150,29164,29150,0,14,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/101/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,101,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/101/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,29150,29164,29150,0,14,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/101/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,102,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/102/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25900,25917,25900,0,17,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/102/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,102,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/102/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,25900,25917,25900,0,17,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/102/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,103,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/103/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22450,22475,22450,0,25,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/103/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,103,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/103/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22450,22475,22450,0,25,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/103/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,104,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/104/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22075,22099,22075,0,24,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/104/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,104,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/104/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22075,22099,22075,0,24,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/104/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,105,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/105/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,20625,20634,20625,0,9,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/105/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,105,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/105/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,20625,20634,20625,0,9,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/105/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,106,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/106/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21875,21896,21875,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/106/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,106,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/106/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21875,21896,21875,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/106/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,107,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/107/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16375,16382,16375,0,7,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/107/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,107,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/107/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16375,16382,16375,0,7,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/107/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,108,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/108/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16100,16106,16100,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/108/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
