split,session_id,entity,feature,stream_header_file,has_binary_stream,sr,dim,num
train-cc,043,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,14022
train-cc,043,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,14000
train-cc,043,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,14000
train-cc,043,purple,clip,purple.clip.stream,1,30.000,512,16823
train-cc,043,purple,dino,purple.dino.stream,1,30.000,768,16823
train-cc,043,purple,openface2,purple.openface2.stream,1,30.000,714,16823
train-cc,043,purple,openface3,purple.openface3.stream,1,30.000,21,16823
train-cc,043,purple,openpose,purple.openpose.stream,1,30.000,139,16823
train-cc,043,purple,swin,purple.swin.stream,1,30.000,768,16823
train-cc,043,purple,videomae,purple.videomae.stream,1,30.000,1408,16823
train-cc,043,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,14014
train-cc,043,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,14000
train-cc,043,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,14000
train-cc,043,yellow,clip,yellow.clip.stream,1,30.000,512,16823
train-cc,043,yellow,dino,yellow.dino.stream,1,30.000,768,16823
train-cc,043,yellow,openface2,yellow.openface2.stream,1,30.000,714,16823
train-cc,043,yellow,openface3,yellow.openface3.stream,1,30.000,21,16823
train-cc,043,yellow,openpose,yellow.openpose.stream,1,30.000,139,16823
train-cc,043,yellow,swin,yellow.swin.stream,1,30.000,768,16823
train-cc,043,yellow,videomae,yellow.videomae.stream,1,30.000,1408,16823
train-cc,044,env,clip,env.clip.stream,1,30.000,512,46683
train-cc,044,env,dino,env.dino.stream,1,30.000,768,46683
train-cc,044,env,openface2,env.openface2.stream,1,30.000,714,46683
train-cc,044,env,openface3,env.openface3.stream,1,30.000,21,46683
train-cc,044,env,openpose,env.openpose.stream,1,30.000,139,46683
train-cc,044,env,swin,env.swin.stream,1,30.000,768,46683
train-cc,044,env,videomae,env.videomae.stream,1,30.000,1408,46683
train-cc,044,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,38905
train-cc,044,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,38900
train-cc,044,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,38900
train-cc,044,purple,clip,purple.clip.stream,1,30.000,512,46683
train-cc,044,purple,dino,purple.dino.stream,1,30.000,768,46683
train-cc,044,purple,openface2,purple.openface2.stream,1,30.000,714,46683
train-cc,044,purple,openface3,purple.openface3.stream,1,30.000,21,46683
train-cc,044,purple,openpose,purple.openpose.stream,1,30.000,139,46683
train-cc,044,purple,swin,purple.swin.stream,1,30.000,768,46683
train-cc,044,purple,videomae,purple.videomae.stream,1,30.000,1408,46683
train-cc,044,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,38905
train-cc,044,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,38900
train-cc,044,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,38900
train-cc,044,yellow,clip,yellow.clip.stream,1,30.000,512,46683
train-cc,044,yellow,dino,yellow.dino.stream,1,30.000,768,46683
train-cc,044,yellow,openface2,yellow.openface2.stream,1,30.000,714,46683
train-cc,044,yellow,openface3,yellow.openface3.stream,1,30.000,21,46683
train-cc,044,yellow,openpose,yellow.openpose.stream,1,30.000,139,46683
train-cc,044,yellow,swin,yellow.swin.stream,1,30.000,768,46683
train-cc,044,yellow,videomae,yellow.videomae.stream,1,30.000,1408,46683
train-cc,051,env,clip,env.clip.stream,1,30.000,512,58801
train-cc,051,env,dino,env.dino.stream,1,30.000,768,58801
train-cc,051,env,openface2,env.openface2.stream,1,30.000,714,58801
train-cc,051,env,openface3,env.openface3.stream,1,30.000,21,58801
train-cc,051,env,openpose,env.openpose.stream,1,30.000,139,58801
train-cc,051,env,swin,env.swin.stream,1,30.000,768,58801
train-cc,051,env,videomae,env.videomae.stream,1,30.000,1408,58801
train-cc,051,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,49003
train-cc,051,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,49000
train-cc,051,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,49000
train-cc,051,purple,clip,purple.clip.stream,1,30.000,512,58801
train-cc,051,purple,dino,purple.dino.stream,1,30.000,768,58801
train-cc,051,purple,openface2,purple.openface2.stream,1,30.000,714,58801
train-cc,051,purple,openface3,purple.openface3.stream,1,30.000,21,58801
train-cc,051,purple,openpose,purple.openpose.stream,1,30.000,139,58801
train-cc,051,purple,swin,purple.swin.stream,1,30.000,768,58801
train-cc,051,purple,videomae,purple.videomae.stream,1,30.000,1408,58801
train-cc,051,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,49003
train-cc,051,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,49000
train-cc,051,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,49000
train-cc,051,yellow,clip,yellow.clip.stream,1,30.000,512,58801
train-cc,051,yellow,dino,yellow.dino.stream,1,30.000,768,58801
train-cc,051,yellow,openface2,yellow.openface2.stream,1,30.000,714,58801
train-cc,051,yellow,openface3,yellow.openface3.stream,1,30.000,21,58801
train-cc,051,yellow,openpose,yellow.openpose.stream,1,30.000,139,58801
train-cc,051,yellow,swin,yellow.swin.stream,1,30.000,768,58801
train-cc,051,yellow,videomae,yellow.videomae.stream,1,30.000,1408,58801
train-cc,054,env,clip,env.clip.stream,1,30.000,512,71835
train-cc,054,env,dino,env.dino.stream,1,30.000,768,71835
train-cc,054,env,openface2,env.openface2.stream,1,30.000,714,71835
train-cc,054,env,openface3,env.openface3.stream,1,30.000,21,71835
train-cc,054,env,openpose,env.openpose.stream,1,30.000,139,71835
train-cc,054,env,swin,env.swin.stream,1,30.000,768,71835
train-cc,054,env,videomae,env.videomae.stream,1,30.000,1408,71835
train-cc,054,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,59864
train-cc,054,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,59850
train-cc,054,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,59850
train-cc,054,purple,clip,purple.clip.stream,1,30.000,512,71835
train-cc,054,purple,dino,purple.dino.stream,1,30.000,768,71835
train-cc,054,purple,openface2,purple.openface2.stream,1,30.000,714,71835
train-cc,054,purple,openface3,purple.openface3.stream,1,30.000,21,71835
train-cc,054,purple,openpose,purple.openpose.stream,1,30.000,139,71835
train-cc,054,purple,swin,purple.swin.stream,1,30.000,768,71835
train-cc,054,purple,videomae,purple.videomae.stream,1,30.000,1408,71835
train-cc,054,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,59864
train-cc,054,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,59850
train-cc,054,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,59850
train-cc,054,yellow,clip,yellow.clip.stream,1,30.000,512,71835
train-cc,054,yellow,dino,yellow.dino.stream,1,30.000,768,71835
train-cc,054,yellow,openface2,yellow.openface2.stream,1,30.000,714,71835
train-cc,054,yellow,openface3,yellow.openface3.stream,1,30.000,21,71835
train-cc,054,yellow,openpose,yellow.openpose.stream,1,30.000,139,71835
train-cc,054,yellow,swin,yellow.swin.stream,1,30.000,768,71835
train-cc,054,yellow,videomae,yellow.videomae.stream,1,30.000,1408,71835
train-cc,058,env,clip,env.clip.stream,1,30.000,512,55754
train-cc,058,env,dino,env.dino.stream,1,30.000,768,55754
train-cc,058,env,openface2,env.openface2.stream,1,30.000,714,55754
train-cc,058,env,openface3,env.openface3.stream,1,30.000,21,55754
train-cc,058,env,openpose,env.openpose.stream,1,30.000,139,55754
train-cc,058,env,swin,env.swin.stream,1,30.000,768,55754
train-cc,058,env,videomae,env.videomae.stream,1,30.000,1408,55754
train-cc,058,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,46463
train-cc,058,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,46450
train-cc,058,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,46450
train-cc,058,purple,clip,purple.clip.stream,1,30.000,512,55754
train-cc,058,purple,dino,purple.dino.stream,1,30.000,768,55754
train-cc,058,purple,openface2,purple.openface2.stream,1,30.000,714,55754
train-cc,058,purple,openface3,purple.openface3.stream,1,30.000,21,55754
train-cc,058,purple,openpose,purple.openpose.stream,1,30.000,139,55754
train-cc,058,purple,swin,purple.swin.stream,1,30.000,768,55754
train-cc,058,purple,videomae,purple.videomae.stream,1,30.000,1408,55754
train-cc,058,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,46464
train-cc,058,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,46450
train-cc,058,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,46450
train-cc,058,yellow,clip,yellow.clip.stream,1,30.000,512,55754
train-cc,058,yellow,dino,yellow.dino.stream,1,30.000,768,55754
train-cc,058,yellow,openface2,yellow.openface2.stream,1,30.000,714,55754
train-cc,058,yellow,openface3,yellow.openface3.stream,1,30.000,21,55754
train-cc,058,yellow,openpose,yellow.openpose.stream,1,30.000,139,55754
train-cc,058,yellow,swin,yellow.swin.stream,1,30.000,768,55754
train-cc,058,yellow,videomae,yellow.videomae.stream,1,30.000,1408,55754
train-cc,060,env,clip,env.clip.stream,1,30.000,512,13351
train-cc,060,env,dino,env.dino.stream,1,30.000,768,13351
train-cc,060,env,openface2,env.openface2.stream,1,30.000,714,13351
train-cc,060,env,openface3,env.openface3.stream,1,30.000,21,13351
train-cc,060,env,openpose,env.openpose.stream,1,30.000,139,13351
train-cc,060,env,swin,env.swin.stream,1,30.000,768,13351
train-cc,060,env,videomae,env.videomae.stream,1,30.000,1408,13351
train-cc,060,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,11128
train-cc,060,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,11125
train-cc,060,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,11125
train-cc,060,purple,clip,purple.clip.stream,1,30.000,512,13351
train-cc,060,purple,dino,purple.dino.stream,1,30.000,768,13351
train-cc,060,purple,openface2,purple.openface2.stream,1,30.000,714,13351
train-cc,060,purple,openface3,purple.openface3.stream,1,30.000,21,13351
train-cc,060,purple,openpose,purple.openpose.stream,1,30.000,139,13351
train-cc,060,purple,swin,purple.swin.stream,1,30.000,768,13351
train-cc,060,purple,videomae,purple.videomae.stream,1,30.000,1408,13351
train-cc,060,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,11127
train-cc,060,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,11125
train-cc,060,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,11125
train-cc,060,yellow,clip,yellow.clip.stream,1,30.000,512,13351
train-cc,060,yellow,dino,yellow.dino.stream,1,30.000,768,13351
train-cc,060,yellow,openface2,yellow.openface2.stream,1,30.000,714,13351
train-cc,060,yellow,openface3,yellow.openface3.stream,1,30.000,21,13351
train-cc,060,yellow,openpose,yellow.openpose.stream,1,30.000,139,13351
train-cc,060,yellow,swin,yellow.swin.stream,1,30.000,768,13351
train-cc,060,yellow,videomae,yellow.videomae.stream,1,30.000,1408,13351
train-cc,061,env,clip,env.clip.stream,1,30.000,512,52027
train-cc,061,env,dino,env.dino.stream,1,30.000,768,52027
train-cc,061,env,openface2,env.openface2.stream,1,30.000,714,52027
train-cc,061,env,openface3,env.openface3.stream,1,30.000,21,52027
train-cc,061,env,openpose,env.openpose.stream,1,30.000,139,52027
train-cc,061,env,swin,env.swin.stream,1,30.000,768,52027
train-cc,061,env,videomae,env.videomae.stream,1,30.000,1408,52027
train-cc,061,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,43358
train-cc,061,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,43350
train-cc,061,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,43350
train-cc,061,purple,clip,purple.clip.stream,1,30.000,512,52027
train-cc,061,purple,dino,purple.dino.stream,1,30.000,768,52027
train-cc,061,purple,openface2,purple.openface2.stream,1,30.000,714,52027
train-cc,061,purple,openface3,purple.openface3.stream,1,30.000,21,52027
train-cc,061,purple,openpose,purple.openpose.stream,1,30.000,139,52027
train-cc,061,purple,swin,purple.swin.stream,1,30.000,768,52027
train-cc,061,purple,videomae,purple.videomae.stream,1,30.000,1408,52027
train-cc,061,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,43358
train-cc,061,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,43350
train-cc,061,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,43350
train-cc,061,yellow,clip,yellow.clip.stream,1,30.000,512,52027
train-cc,061,yellow,dino,yellow.dino.stream,1,30.000,768,52027
train-cc,061,yellow,openface2,yellow.openface2.stream,1,30.000,714,52027
train-cc,061,yellow,openface3,yellow.openface3.stream,1,30.000,21,52027
train-cc,061,yellow,openpose,yellow.openpose.stream,1,30.000,139,52027
train-cc,061,yellow,swin,yellow.swin.stream,1,30.000,768,52027
train-cc,061,yellow,videomae,yellow.videomae.stream,1,30.000,1408,52027
train-cr,004,env,clip,env.clip.stream,1,30.000,512,28530
train-cr,004,env,dino,env.dino.stream,1,30.000,768,28530
train-cr,004,env,openface2,env.openface2.stream,1,30.000,714,28530
train-cr,004,env,openface3,env.openface3.stream,1,30.000,21,28530
train-cr,004,env,openpose,env.openpose.stream,1,30.000,139,28530
train-cr,004,env,swin,env.swin.stream,1,30.000,768,28530
train-cr,004,env,videomae,env.videomae.stream,1,30.000,1408,28530
train-cr,004,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,23778
train-cr,004,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,23775
train-cr,004,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,23775
train-cr,004,purple,clip,purple.clip.stream,1,30.000,512,28530
train-cr,004,purple,dino,purple.dino.stream,1,30.000,768,28530
train-cr,004,purple,openface2,purple.openface2.stream,1,30.000,714,28530
train-cr,004,purple,openface3,purple.openface3.stream,1,30.000,21,28530
train-cr,004,purple,openpose,purple.openpose.stream,1,30.000,139,28530
train-cr,004,purple,swin,purple.swin.stream,1,30.000,768,28530
train-cr,004,purple,videomae,purple.videomae.stream,1,30.000,1408,28530
train-cr,004,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,23778
train-cr,004,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,23775
train-cr,004,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,23775
train-cr,004,yellow,clip,yellow.clip.stream,1,30.000,512,28530
train-cr,004,yellow,dino,yellow.dino.stream,1,30.000,768,28530
train-cr,004,yellow,openface2,yellow.openface2.stream,1,30.000,714,28530
train-cr,004,yellow,openface3,yellow.openface3.stream,1,30.000,21,28530
train-cr,004,yellow,openpose,yellow.openpose.stream,1,30.000,139,28530
train-cr,004,yellow,swin,yellow.swin.stream,1,30.000,768,28530
train-cr,004,yellow,videomae,yellow.videomae.stream,1,30.000,1408,28530
train-cr,023,env,clip,env.clip.stream,1,30.000,512,16308
train-cr,023,env,dino,env.dino.stream,1,30.000,768,16308
train-cr,023,env,openface2,env.openface2.stream,1,30.000,714,16308
train-cr,023,env,openface3,env.openface3.stream,1,30.000,21,16308
train-cr,023,env,openpose,env.openpose.stream,1,30.000,139,16308
train-cr,023,env,swin,env.swin.stream,1,30.000,768,16308
train-cr,023,env,videomae,env.videomae.stream,1,30.000,1408,16308
train-cr,023,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,13591
train-cr,023,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,13575
train-cr,023,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,13575
train-cr,023,purple,clip,purple.clip.stream,1,30.000,512,16308
train-cr,023,purple,dino,purple.dino.stream,1,30.000,768,16308
train-cr,023,purple,openface2,purple.openface2.stream,1,30.000,714,16308
train-cr,023,purple,openface3,purple.openface3.stream,1,30.000,21,16308
train-cr,023,purple,openpose,purple.openpose.stream,1,30.000,139,16308
train-cr,023,purple,swin,purple.swin.stream,1,30.000,768,16308
train-cr,023,purple,videomae,purple.videomae.stream,1,30.000,1408,16308
train-cr,023,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,13591
train-cr,023,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,13575
train-cr,023,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,13575
train-cr,023,yellow,clip,yellow.clip.stream,1,30.000,512,16308
train-cr,023,yellow,dino,yellow.dino.stream,1,30.000,768,16308
train-cr,023,yellow,openface2,yellow.openface2.stream,1,30.000,714,16308
train-cr,023,yellow,openface3,yellow.openface3.stream,1,30.000,21,16308
train-cr,023,yellow,openpose,yellow.openpose.stream,1,30.000,139,16308
train-cr,023,yellow,swin,yellow.swin.stream,1,30.000,768,16308
train-cr,023,yellow,videomae,yellow.videomae.stream,1,30.000,1408,16308
train-cr,032,env,clip,env.clip.stream,1,30.000,512,25491
train-cr,032,env,dino,env.dino.stream,1,30.000,768,25491
train-cr,032,env,openface2,env.openface2.stream,1,30.000,714,25491
train-cr,032,env,openface3,env.openface3.stream,1,30.000,21,25491
train-cr,032,env,openpose,env.openpose.stream,1,30.000,139,25491
train-cr,032,env,swin,env.swin.stream,1,30.000,768,25491
train-cr,032,env,videomae,env.videomae.stream,1,30.000,1408,25491
train-cr,032,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,21245
train-cr,032,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,21225
train-cr,032,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,21225
train-cr,032,purple,clip,purple.clip.stream,1,30.000,512,25491
train-cr,032,purple,dino,purple.dino.stream,1,30.000,768,25491
train-cr,032,purple,openface2,purple.openface2.stream,1,30.000,714,25491
train-cr,032,purple,openface3,purple.openface3.stream,1,30.000,21,25491
train-cr,032,purple,openpose,purple.openpose.stream,1,30.000,139,25491
train-cr,032,purple,swin,purple.swin.stream,1,30.000,768,25491
train-cr,032,purple,videomae,purple.videomae.stream,1,30.000,1408,25491
train-cr,032,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,21245
train-cr,032,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,21225
train-cr,032,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,21225
train-cr,032,yellow,clip,yellow.clip.stream,1,30.000,512,25491
train-cr,032,yellow,dino,yellow.dino.stream,1,30.000,768,25491
train-cr,032,yellow,openface2,yellow.openface2.stream,1,30.000,714,25491
train-cr,032,yellow,openface3,yellow.openface3.stream,1,30.000,21,25491
train-cr,032,yellow,openpose,yellow.openpose.stream,1,30.000,139,25491
train-cr,032,yellow,swin,yellow.swin.stream,1,30.000,768,25491
train-cr,032,yellow,videomae,yellow.videomae.stream,1,30.000,1408,25491
train-cr,045,env,clip,env.clip.stream,1,30.000,512,35007
train-cr,045,env,dino,env.dino.stream,1,30.000,768,35007
train-cr,045,env,openface2,env.openface2.stream,1,30.000,714,35007
train-cr,045,env,openface3,env.openface3.stream,1,30.000,21,35007
train-cr,045,env,openpose,env.openpose.stream,1,30.000,139,35007
train-cr,045,env,swin,env.swin.stream,1,30.000,768,35007
train-cr,045,env,videomae,env.videomae.stream,1,30.000,1408,35007
train-cr,045,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,29174
train-cr,045,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,29150
train-cr,045,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,29150
train-cr,045,purple,clip,purple.clip.stream,1,30.000,512,35007
train-cr,045,purple,dino,purple.dino.stream,1,30.000,768,35007
train-cr,045,purple,openface2,purple.openface2.stream,1,30.000,714,35007
train-cr,045,purple,openface3,purple.openface3.stream,1,30.000,21,35007
train-cr,045,purple,openpose,purple.openpose.stream,1,30.000,139,35007
train-cr,045,purple,swin,purple.swin.stream,1,30.000,768,35007
train-cr,045,purple,videomae,purple.videomae.stream,1,30.000,1408,35007
train-cr,045,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,29174
train-cr,045,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,29150
train-cr,045,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,29150
train-cr,045,yellow,clip,yellow.clip.stream,1,30.000,512,35007
train-cr,045,yellow,dino,yellow.dino.stream,1,30.000,768,35007
train-cr,045,yellow,openface2,yellow.openface2.stream,1,30.000,714,35007
train-cr,045,yellow,openface3,yellow.openface3.stream,1,30.000,21,35007
train-cr,045,yellow,openpose,yellow.openpose.stream,1,30.000,139,35007
train-cr,045,yellow,swin,yellow.swin.stream,1,30.000,768,35007
train-cr,045,yellow,videomae,yellow.videomae.stream,1,30.000,1408,35007
train-cr,047,env,clip,env.clip.stream,1,30.000,512,31599
train-cr,047,env,dino,env.dino.stream,1,30.000,768,31599
train-cr,047,env,openface2,env.openface2.stream,1,30.000,714,31599
train-cr,047,env,openface3,env.openface3.stream,1,30.000,21,31599
train-cr,047,env,openpose,env.openpose.stream,1,30.000,139,31599
train-cr,047,env,swin,env.swin.stream,1,30.000,768,31599
train-cr,047,env,videomae,env.videomae.stream,1,30.000,1408,31599
train-cr,047,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,26334
train-cr,047,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,26325
train-cr,047,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,26325
train-cr,047,purple,clip,purple.clip.stream,1,30.000,512,31599
train-cr,047,purple,dino,purple.dino.stream,1,30.000,768,31599
train-cr,047,purple,openface2,purple.openface2.stream,1,30.000,714,31599
train-cr,047,purple,openface3,purple.openface3.stream,1,30.000,21,31599
train-cr,047,purple,openpose,purple.openpose.stream,1,30.000,139,31599
train-cr,047,purple,swin,purple.swin.stream,1,30.000,768,31599
train-cr,047,purple,videomae,purple.videomae.stream,1,30.000,1408,31599
train-cr,047,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,26334
train-cr,047,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,26325
train-cr,047,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,26325
train-cr,047,yellow,clip,yellow.clip.stream,1,30.000,512,31599
train-cr,047,yellow,dino,yellow.dino.stream,1,30.000,768,31599
train-cr,047,yellow,openface2,yellow.openface2.stream,1,30.000,714,31599
train-cr,047,yellow,openface3,yellow.openface3.stream,1,30.000,21,31599
train-cr,047,yellow,openpose,yellow.openpose.stream,1,30.000,139,31599
train-cr,047,yellow,swin,yellow.swin.stream,1,30.000,768,31599
train-cr,047,yellow,videomae,yellow.videomae.stream,1,30.000,1408,31599
train-cr,048,env,clip,env.clip.stream,1,30.000,512,16634
train-cr,048,env,dino,env.dino.stream,1,30.000,768,16634
train-cr,048,env,openface2,env.openface2.stream,1,30.000,714,16634
train-cr,048,env,openface3,env.openface3.stream,1,30.000,21,16634
train-cr,048,env,openpose,env.openpose.stream,1,30.000,139,16634
train-cr,048,env,swin,env.swin.stream,1,30.000,768,16634
train-cr,048,env,videomae,env.videomae.stream,1,30.000,1408,16634
train-cr,048,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,13863
train-cr,048,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,13850
train-cr,048,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,13850
train-cr,048,purple,clip,purple.clip.stream,1,30.000,512,16634
train-cr,048,purple,dino,purple.dino.stream,1,30.000,768,16634
train-cr,048,purple,openface2,purple.openface2.stream,1,30.000,714,16634
train-cr,048,purple,openface3,purple.openface3.stream,1,30.000,21,16634
train-cr,048,purple,openpose,purple.openpose.stream,1,30.000,139,16634
train-cr,048,purple,swin,purple.swin.stream,1,30.000,768,16634
train-cr,048,purple,videomae,purple.videomae.stream,1,30.000,1408,16634
train-cr,048,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,13863
train-cr,048,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,13850
train-cr,048,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,13850
train-cr,048,yellow,clip,yellow.clip.stream,1,30.000,512,16634
train-cr,048,yellow,dino,yellow.dino.stream,1,30.000,768,16634
train-cr,048,yellow,openface2,yellow.openface2.stream,1,30.000,714,16634
train-cr,048,yellow,openface3,yellow.openface3.stream,1,30.000,21,16634
train-cr,048,yellow,openpose,yellow.openpose.stream,1,30.000,139,16634
train-cr,048,yellow,swin,yellow.swin.stream,1,30.000,768,16634
train-cr,048,yellow,videomae,yellow.videomae.stream,1,30.000,1408,16634
train-cr,050,env,clip,env.clip.stream,1,30.000,512,28743
train-cr,050,env,dino,env.dino.stream,1,30.000,768,28743
train-cr,050,env,openface2,env.openface2.stream,1,30.000,714,28743
train-cr,050,env,openface3,env.openface3.stream,1,30.000,21,28743
train-cr,050,env,openpose,env.openpose.stream,1,30.000,139,28743
train-cr,050,env,swin,env.swin.stream,1,30.000,768,28743
train-cr,050,env,videomae,env.videomae.stream,1,30.000,1408,28743
train-cr,050,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,23955
train-cr,050,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,23950
train-cr,050,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,23950
train-cr,050,purple,clip,purple.clip.stream,1,30.000,512,28743
train-cr,050,purple,dino,purple.dino.stream,1,30.000,768,28743
