split,session_id,task,label,run_id,start_idx,end_idx,length_frames,length_seconds,prev_label,next_label
train-cc,020,social_engagement,cooperative,96,58573,58719,147,4.90000000,parallel,solitary
train-cc,020,social_engagement,solitary,97,58720,59111,392,13.06666667,cooperative,parallel
train-cc,020,social_engagement,parallel,98,59112,59436,325,10.83333333,solitary,associative
train-cc,020,social_engagement,associative,99,59437,59572,136,4.53333333,parallel,cooperative
train-cc,020,social_engagement,cooperative,100,59573,60370,798,26.60000000,associative,solitary
train-cc,020,social_engagement,solitary,101,60371,60691,321,10.70000000,cooperative,cooperative
train-cc,020,social_engagement,cooperative,102,60692,61577,886,29.53333333,solitary,solitary
train-cc,020,social_engagement,solitary,103,61578,61786,209,6.96666667,cooperative,onlooker
train-cc,020,social_engagement,onlooker,104,61787,62121,335,11.16666667,solitary,associative
train-cc,020,social_engagement,associative,105,62122,65149,3028,100.93333333,onlooker,cooperative
train-cc,020,social_engagement,cooperative,106,65150,65845,696,23.20000000,associative,<END>
train-cc,022,task_engagement,noplay,0,0,1665,1666,55.53333333,<START>,goaloriented
train-cc,022,task_engagement,goaloriented,1,1666,16237,14572,485.73333333,noplay,adultseeking
train-cc,022,task_engagement,adultseeking,2,16238,16479,242,8.06666667,goaloriented,<END>
train-cc,022,social_engagement,solitary,0,0,1566,1567,52.23333333,<START>,associative
train-cc,022,social_engagement,associative,1,1567,2558,992,33.06666667,solitary,cooperative
train-cc,022,social_engagement,cooperative,2,2559,4927,2369,78.96666667,associative,associative
train-cc,022,social_engagement,associative,3,4928,5561,634,21.13333333,cooperative,cooperative
train-cc,022,social_engagement,cooperative,4,5562,12663,7102,236.73333333,associative,associative
train-cc,022,social_engagement,associative,5,12664,13145,482,16.06666667,cooperative,cooperative
train-cc,022,social_engagement,cooperative,6,13146,14475,1330,44.33333333,associative,associative
train-cc,022,social_engagement,associative,7,14476,15110,635,21.16666667,cooperative,cooperative
train-cc,022,social_engagement,cooperative,8,15111,16479,1369,45.63333333,associative,<END>
train-cc,024,task_engagement,noplay,0,0,115,116,3.86666667,<START>,goaloriented
train-cc,024,task_engagement,goaloriented,1,116,1465,1350,45.00000000,noplay,adultseeking
train-cc,024,task_engagement,adultseeking,2,1466,1682,217,7.23333333,goaloriented,goaloriented
train-cc,024,task_engagement,goaloriented,3,1683,2305,623,20.76666667,adultseeking,adultseeking
train-cc,024,task_engagement,adultseeking,4,2306,2889,584,19.46666667,goaloriented,noplay
train-cc,024,task_engagement,noplay,5,2890,2955,66,2.20000000,adultseeking,goaloriented
train-cc,024,task_engagement,goaloriented,6,2956,4661,1706,56.86666667,noplay,<END>
train-cc,024,social_engagement,solitary,0,0,638,639,21.30000000,<START>,parallel
train-cc,024,social_engagement,parallel,1,639,993,355,11.83333333,solitary,cooperative
train-cc,024,social_engagement,cooperative,2,994,2241,1248,41.60000000,parallel,<END>
train-cc,028,task_engagement,noplay,0,0,982,983,32.76666667,<START>,goaloriented
train-cc,028,task_engagement,goaloriented,1,983,4652,3670,122.33333333,noplay,adultseeking
train-cc,028,task_engagement,adultseeking,2,4653,4849,197,6.56666667,goaloriented,goaloriented
train-cc,028,task_engagement,goaloriented,3,4850,29428,24579,819.30000000,adultseeking,adultseeking
train-cc,028,task_engagement,adultseeking,4,29429,31390,1962,65.40000000,goaloriented,goaloriented
train-cc,028,task_engagement,goaloriented,5,31391,37740,6350,211.66666667,adultseeking,noplay
train-cc,028,task_engagement,noplay,6,37741,37952,212,7.06666667,goaloriented,adultseeking
train-cc,028,task_engagement,adultseeking,7,37953,38138,186,6.20000000,noplay,aimless
train-cc,028,task_engagement,aimless,8,38139,38554,416,13.86666667,adultseeking,goaloriented
train-cc,028,task_engagement,goaloriented,9,38555,43273,4719,157.30000000,aimless,aimless
train-cc,028,task_engagement,aimless,10,43274,43936,663,22.10000000,goaloriented,adultseeking
train-cc,028,task_engagement,adultseeking,11,43937,44518,582,19.40000000,aimless,aimless
train-cc,028,task_engagement,aimless,12,44519,46387,1869,62.30000000,adultseeking,noplay
train-cc,028,task_engagement,noplay,13,46388,47624,1237,41.23333333,aimless,aimless
train-cc,028,task_engagement,aimless,14,47625,49992,2368,78.93333333,noplay,noplay
train-cc,028,task_engagement,noplay,15,49993,50507,515,17.16666667,aimless,adultseeking
train-cc,028,task_engagement,adultseeking,16,50508,50540,33,1.10000000,noplay,noplay
train-cc,028,task_engagement,noplay,17,50541,51134,594,19.80000000,adultseeking,aimless
train-cc,028,task_engagement,aimless,18,51135,52316,1182,39.40000000,noplay,noplay
train-cc,028,task_engagement,noplay,19,52317,52801,485,16.16666667,aimless,<END>
train-cc,028,social_engagement,solitary,0,0,571,572,19.06666667,<START>,parallel
train-cc,028,social_engagement,parallel,1,572,1915,1344,44.80000000,solitary,associative
train-cc,028,social_engagement,associative,2,1916,5950,4035,134.50000000,parallel,cooperative
train-cc,028,social_engagement,cooperative,3,5951,10915,4965,165.50000000,associative,associative
train-cc,028,social_engagement,associative,4,10916,15576,4661,155.36666667,cooperative,cooperative
train-cc,028,social_engagement,cooperative,5,15577,15586,10,0.33333333,associative,associative
train-cc,028,social_engagement,associative,6,15587,15839,253,8.43333333,cooperative,cooperative
train-cc,028,social_engagement,cooperative,7,15840,28213,12374,412.46666667,associative,associative
train-cc,028,social_engagement,associative,8,28214,28762,549,18.30000000,cooperative,onlooker
train-cc,028,social_engagement,onlooker,9,28763,30854,2092,69.73333333,associative,parallel
train-cc,028,social_engagement,parallel,10,30855,30942,88,2.93333333,onlooker,cooperative
train-cc,028,social_engagement,cooperative,11,30943,43861,12919,430.63333333,parallel,onlooker
train-cc,028,social_engagement,onlooker,12,43862,44873,1012,33.73333333,cooperative,parallel
train-cc,028,social_engagement,parallel,13,44874,44886,13,0.43333333,onlooker,associative
train-cc,028,social_engagement,associative,14,44887,48598,3712,123.73333333,parallel,onlooker
train-cc,028,social_engagement,onlooker,15,48599,49845,1247,41.56666667,associative,associative
train-cc,028,social_engagement,associative,16,49846,51299,1454,48.46666667,onlooker,<END>
train-cc,029,task_engagement,noplay,0,0,1370,1371,45.70000000,<START>,aimless
train-cc,029,task_engagement,aimless,1,1371,2132,762,25.40000000,noplay,goaloriented
train-cc,029,task_engagement,goaloriented,2,2133,11279,9147,304.90000000,aimless,aimless
train-cc,029,task_engagement,aimless,3,11280,11469,190,6.33333333,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,4,11470,29546,18077,602.56666667,aimless,adultseeking
train-cc,029,task_engagement,adultseeking,5,29547,30032,486,16.20000000,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,6,30033,32048,2016,67.20000000,adultseeking,noplay
train-cc,029,task_engagement,noplay,7,32049,32374,326,10.86666667,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,8,32375,38434,6060,202.00000000,noplay,noplay
train-cc,029,task_engagement,noplay,9,38435,38884,450,15.00000000,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,10,38885,42223,3339,111.30000000,noplay,aimless
train-cc,029,task_engagement,aimless,11,42224,42473,250,8.33333333,goaloriented,noplay
train-cc,029,task_engagement,noplay,12,42474,43813,1340,44.66666667,aimless,goaloriented
train-cc,029,task_engagement,goaloriented,13,43814,52517,8704,290.13333333,noplay,noplay
train-cc,029,task_engagement,noplay,14,52518,52669,152,5.06666667,goaloriented,aimless
train-cc,029,task_engagement,aimless,15,52670,54430,1761,58.70000000,noplay,goaloriented
train-cc,029,task_engagement,goaloriented,16,54431,54662,232,7.73333333,aimless,aimless
train-cc,029,task_engagement,aimless,17,54663,54707,45,1.50000000,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,18,54708,57007,2300,76.66666667,aimless,aimless
train-cc,029,task_engagement,aimless,19,57008,60471,3464,115.46666667,goaloriented,goaloriented
train-cc,029,task_engagement,goaloriented,20,60472,65404,4933,164.43333333,aimless,noplay
train-cc,029,task_engagement,noplay,21,65405,65445,41,1.36666667,goaloriented,aimless
train-cc,029,task_engagement,aimless,22,65446,66599,1154,38.46666667,noplay,goaloriented
train-cc,029,task_engagement,goaloriented,23,66600,68800,2201,73.36666667,aimless,adultseeking
train-cc,029,task_engagement,adultseeking,24,68801,69598,798,26.60000000,goaloriented,aimless
train-cc,029,task_engagement,aimless,25,69599,71001,1403,46.76666667,adultseeking,adultseeking
train-cc,029,task_engagement,adultseeking,26,71002,71795,794,26.46666667,aimless,aimless
train-cc,029,task_engagement,aimless,27,71796,71836,41,1.36666667,adultseeking,<END>
train-cc,029,social_engagement,solitary,0,0,1181,1182,39.40000000,<START>,associative
train-cc,029,social_engagement,associative,1,1182,3103,1922,64.06666667,solitary,cooperative
train-cc,029,social_engagement,cooperative,2,3104,51928,48825,1627.50000000,associative,solitary
train-cc,029,social_engagement,solitary,3,51929,54086,2158,71.93333333,cooperative,onlooker
train-cc,029,social_engagement,onlooker,4,54087,54425,339,11.30000000,solitary,solitary
train-cc,029,social_engagement,solitary,5,54426,55304,879,29.30000000,onlooker,cooperative
train-cc,029,social_engagement,cooperative,6,55305,70993,15689,522.96666667,solitary,associative
train-cc,029,social_engagement,associative,7,70994,71089,96,3.20000000,cooperative,cooperative
train-cc,029,social_engagement,cooperative,8,71090,71836,747,24.90000000,associative,<END>
train-cc,033,task_engagement,noplay,0,0,1377,1378,45.93333333,<START>,goaloriented
train-cc,033,task_engagement,goaloriented,1,1378,2520,1143,38.10000000,noplay,noplay
train-cc,033,task_engagement,noplay,2,2521,3189,669,22.30000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,3,3190,6155,2966,98.86666667,noplay,noplay
train-cc,033,task_engagement,noplay,4,6156,7041,886,29.53333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,5,7042,8017,976,32.53333333,noplay,noplay
train-cc,033,task_engagement,noplay,6,8018,8305,288,9.60000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,7,8306,12124,3819,127.30000000,noplay,noplay
train-cc,033,task_engagement,noplay,8,12125,12913,789,26.30000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,9,12914,20457,7544,251.46666667,noplay,noplay
train-cc,033,task_engagement,noplay,10,20458,21001,544,18.13333333,goaloriented,adultseeking
train-cc,033,task_engagement,adultseeking,11,21002,21755,754,25.13333333,noplay,noplay
train-cc,033,task_engagement,noplay,12,21756,23555,1800,60.00000000,adultseeking,goaloriented
train-cc,033,task_engagement,goaloriented,13,23556,24237,682,22.73333333,noplay,noplay
train-cc,033,task_engagement,noplay,14,24238,26555,2318,77.26666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,15,26556,27348,793,26.43333333,noplay,noplay
train-cc,033,task_engagement,noplay,16,27349,27666,318,10.60000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,17,27667,27939,273,9.10000000,noplay,noplay
train-cc,033,task_engagement,noplay,18,27940,27945,6,0.20000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,19,27946,28065,120,4.00000000,noplay,noplay
train-cc,033,task_engagement,noplay,20,28066,28433,368,12.26666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,21,28434,28753,320,10.66666667,noplay,noplay
train-cc,033,task_engagement,noplay,22,28754,28942,189,6.30000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,23,28943,29129,187,6.23333333,noplay,noplay
train-cc,033,task_engagement,noplay,24,29130,29381,252,8.40000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,25,29382,29861,480,16.00000000,noplay,noplay
train-cc,033,task_engagement,noplay,26,29862,30298,437,14.56666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,27,30299,31563,1265,42.16666667,noplay,noplay
train-cc,033,task_engagement,noplay,28,31564,32381,818,27.26666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,29,32382,32428,47,1.56666667,noplay,noplay
train-cc,033,task_engagement,noplay,30,32429,32535,107,3.56666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,31,32536,32856,321,10.70000000,noplay,noplay
train-cc,033,task_engagement,noplay,32,32857,33517,661,22.03333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,33,33518,34054,537,17.90000000,noplay,noplay
train-cc,033,task_engagement,noplay,34,34055,34223,169,5.63333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,35,34224,34283,60,2.00000000,noplay,noplay
train-cc,033,task_engagement,noplay,36,34284,37354,3071,102.36666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,37,37355,40845,3491,116.36666667,noplay,noplay
train-cc,033,task_engagement,noplay,38,40846,40895,50,1.66666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,39,40896,40966,71,2.36666667,noplay,noplay
train-cc,033,task_engagement,noplay,40,40967,41064,98,3.26666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,41,41065,41361,297,9.90000000,noplay,noplay
train-cc,033,task_engagement,noplay,42,41362,45130,3769,125.63333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,43,45131,46065,935,31.16666667,noplay,noplay
train-cc,033,task_engagement,noplay,44,46066,46229,164,5.46666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,45,46230,46278,49,1.63333333,noplay,noplay
train-cc,033,task_engagement,noplay,46,46279,46663,385,12.83333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,47,46664,47334,671,22.36666667,noplay,noplay
train-cc,033,task_engagement,noplay,48,47335,47373,39,1.30000000,goaloriented,adultseeking
train-cc,033,task_engagement,adultseeking,49,47374,47385,12,0.40000000,noplay,goaloriented
train-cc,033,task_engagement,goaloriented,50,47386,47623,238,7.93333333,adultseeking,noplay
train-cc,033,task_engagement,noplay,51,47624,47675,52,1.73333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,52,47676,47805,130,4.33333333,noplay,noplay
train-cc,033,task_engagement,noplay,53,47806,50067,2262,75.40000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,54,50068,50825,758,25.26666667,noplay,noplay
train-cc,033,task_engagement,noplay,55,50826,50956,131,4.36666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,56,50957,51013,57,1.90000000,noplay,noplay
train-cc,033,task_engagement,noplay,57,51014,51079,66,2.20000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,58,51080,51792,713,23.76666667,noplay,noplay
train-cc,033,task_engagement,noplay,59,51793,53143,1351,45.03333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,60,53144,53320,177,5.90000000,noplay,noplay
train-cc,033,task_engagement,noplay,61,53321,53364,44,1.46666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,62,53365,53806,442,14.73333333,noplay,noplay
train-cc,033,task_engagement,noplay,63,53807,54357,551,18.36666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,64,54358,54903,546,18.20000000,noplay,noplay
train-cc,033,task_engagement,noplay,65,54904,55276,373,12.43333333,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,66,55277,57450,2174,72.46666667,noplay,noplay
train-cc,033,task_engagement,noplay,67,57451,60324,2874,95.80000000,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,68,60325,62671,2347,78.23333333,noplay,noplay
train-cc,033,task_engagement,noplay,69,62672,67017,4346,144.86666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,70,67018,69490,2473,82.43333333,noplay,noplay
train-cc,033,task_engagement,noplay,71,69491,70566,1076,35.86666667,goaloriented,goaloriented
train-cc,033,task_engagement,goaloriented,72,70567,71818,1252,41.73333333,noplay,<END>
train-cc,033,social_engagement,solitary,0,0,1443,1444,48.13333333,<START>,parallel
train-cc,033,social_engagement,parallel,1,1444,1963,520,17.33333333,solitary,solitary
train-cc,033,social_engagement,solitary,2,1964,2116,153,5.10000000,parallel,associative
train-cc,033,social_engagement,associative,3,2117,2130,14,0.46666667,solitary,cooperative
train-cc,033,social_engagement,cooperative,4,2131,2349,219,7.30000000,associative,onlooker
train-cc,033,social_engagement,onlooker,5,2350,2736,387,12.90000000,cooperative,parallel
train-cc,033,social_engagement,parallel,6,2737,2881,145,4.83333333,onlooker,solitary
train-cc,033,social_engagement,solitary,7,2882,3370,489,16.30000000,parallel,associative
train-cc,033,social_engagement,associative,8,3371,7041,3671,122.36666667,solitary,parallel
train-cc,033,social_engagement,parallel,9,7042,7282,241,8.03333333,associative,cooperative
train-cc,033,social_engagement,cooperative,10,7283,8285,1003,33.43333333,parallel,parallel
train-cc,033,social_engagement,parallel,11,8286,8819,534,17.80000000,cooperative,cooperative
train-cc,033,social_engagement,cooperative,12,8820,11998,3179,105.96666667,parallel,onlooker
train-cc,033,social_engagement,onlooker,13,11999,12025,27,0.90000000,cooperative,solitary
train-cc,033,social_engagement,solitary,14,12026,12913,888,29.60000000,onlooker,cooperative
train-cc,033,social_engagement,cooperative,15,12914,21874,8961,298.70000000,solitary,onlooker
train-cc,033,social_engagement,onlooker,16,21875,23181,1307,43.56666667,cooperative,solitary
train-cc,033,social_engagement,solitary,17,23182,24335,1154,38.46666667,onlooker,onlooker
train-cc,033,social_engagement,onlooker,18,24336,26985,2650,88.33333333,solitary,solitary
train-cc,033,social_engagement,solitary,19,26986,27348,363,12.10000000,onlooker,onlooker
train-cc,033,social_engagement,onlooker,20,27349,27939,591,19.70000000,solitary,solitary
train-cc,033,social_engagement,solitary,21,27940,28116,177,5.90000000,onlooker,cooperative
train-cc,033,social_engagement,cooperative,22,28117,31642,3526,117.53333333,solitary,onlooker
train-cc,033,social_engagement,onlooker,23,31643,32571,929,30.96666667,cooperative,solitary
train-cc,033,social_engagement,solitary,24,32572,32757,186,6.20000000,onlooker,onlooker
train-cc,033,social_engagement,onlooker,25,32758,33517,760,25.33333333,solitary,parallel
train-cc,033,social_engagement,parallel,26,33518,45276,11759,391.96666667,onlooker,solitary
train-cc,033,social_engagement,solitary,27,45277,51909,6633,221.10000000,parallel,onlooker
train-cc,033,social_engagement,onlooker,28,51910,53164,1255,41.83333333,solitary,parallel
train-cc,033,social_engagement,parallel,29,53165,53194,30,1.00000000,onlooker,cooperative
train-cc,033,social_engagement,cooperative,30,53195,54462,1268,42.26666667,parallel,solitary
train-cc,033,social_engagement,solitary,31,54463,56451,1989,66.30000000,cooperative,parallel
train-cc,033,social_engagement,parallel,32,56452,57018,567,18.90000000,solitary,solitary
train-cc,033,social_engagement,solitary,33,57019,57156,138,4.60000000,parallel,parallel
train-cc,033,social_engagement,parallel,34,57157,60540,3384,112.80000000,solitary,cooperative
train-cc,033,social_engagement,cooperative,35,60541,60679,139,4.63333333,parallel,parallel
train-cc,033,social_engagement,parallel,36,60680,62023,1344,44.80000000,cooperative,associative
train-cc,033,social_engagement,associative,37,62024,67107,5084,169.46666667,parallel,cooperative
train-cc,033,social_engagement,cooperative,38,67108,71818,4711,157.03333333,associative,<END>
train-cc,037,task_engagement,noplay,0,0,679,680,22.66666667,<START>,goaloriented
train-cc,037,task_engagement,goaloriented,1,680,3132,2453,81.76666667,noplay,adultseeking
train-cc,037,task_engagement,adultseeking,2,3133,3183,51,1.70000000,goaloriented,aimless
train-cc,037,task_engagement,aimless,3,3184,3309,126,4.20000000,adultseeking,adultseeking
train-cc,037,task_engagement,adultseeking,4,3310,3376,67,2.23333333,aimless,aimless
train-cc,037,task_engagement,aimless,5,3377,4996,1620,54.00000000,adultseeking,adultseeking
train-cc,037,task_engagement,adultseeking,6,4997,5182,186,6.20000000,aimless,aimless
train-cc,037,task_engagement,aimless,7,5183,6125,943,31.43333333,adultseeking,goaloriented
train-cc,037,task_engagement,goaloriented,8,6126,6730,605,20.16666667,aimless,noplay
train-cc,037,task_engagement,noplay,9,6731,7189,459,15.30000000,goaloriented,aimless
train-cc,037,task_engagement,aimless,10,7190,8390,1201,40.03333333,noplay,noplay
train-cc,037,task_engagement,noplay,11,8391,8614,224,7.46666667,aimless,aimless
train-cc,037,task_engagement,aimless,12,8615,9919,1305,43.50000000,noplay,noplay
train-cc,037,task_engagement,noplay,13,9920,10117,198,6.60000000,aimless,aimless
train-cc,037,task_engagement,aimless,14,10118,11629,1512,50.40000000,noplay,noplay
train-cc,037,task_engagement,noplay,15,11630,12096,467,15.56666667,aimless,aimless
train-cc,037,task_engagement,aimless,16,12097,14483,2387,79.56666667,noplay,<END>
train-cc,037,social_engagement,solitary,0,0,1339,1340,44.66666667,<START>,cooperative
train-cc,037,social_engagement,cooperative,1,1340,2029,690,23.00000000,solitary,associative
train-cc,037,social_engagement,associative,2,2030,3315,1286,42.86666667,cooperative,cooperative
train-cc,037,social_engagement,cooperative,3,3316,4027,712,23.73333333,associative,associative
train-cc,037,social_engagement,associative,4,4028,4205,178,5.93333333,cooperative,cooperative
train-cc,037,social_engagement,cooperative,5,4206,8874,4669,155.63333333,associative,parallel
train-cc,037,social_engagement,parallel,6,8875,10667,1793,59.76666667,cooperative,<END>
train-cc,039,task_engagement,noplay,0,0,742,743,24.76666667,<START>,aimless
train-cc,039,task_engagement,aimless,1,743,1194,452,15.06666667,noplay,goaloriented
train-cc,039,task_engagement,goaloriented,2,1195,7360,6166,205.53333333,aimless,aimless
train-cc,039,task_engagement,aimless,3,7361,7690,330,11.00000000,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,4,7691,9946,2256,75.20000000,aimless,noplay
train-cc,039,task_engagement,noplay,5,9947,9952,6,0.20000000,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,6,9953,11308,1356,45.20000000,noplay,noplay
train-cc,039,task_engagement,noplay,7,11309,11826,518,17.26666667,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,8,11827,11887,61,2.03333333,noplay,noplay
train-cc,039,task_engagement,noplay,9,11888,12538,651,21.70000000,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,10,12539,12814,276,9.20000000,noplay,noplay
train-cc,039,task_engagement,noplay,11,12815,13911,1097,36.56666667,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,12,13912,14081,170,5.66666667,noplay,noplay
train-cc,039,task_engagement,noplay,13,14082,14140,59,1.96666667,goaloriented,aimless
train-cc,039,task_engagement,aimless,14,14141,15654,1514,50.46666667,noplay,goaloriented
train-cc,039,task_engagement,goaloriented,15,15655,16116,462,15.40000000,aimless,aimless
train-cc,039,task_engagement,aimless,16,16117,16540,424,14.13333333,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,17,16541,19153,2613,87.10000000,aimless,noplay
train-cc,039,task_engagement,noplay,18,19154,19349,196,6.53333333,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,19,19350,21059,1710,57.00000000,noplay,aimless
train-cc,039,task_engagement,aimless,20,21060,21373,314,10.46666667,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,21,21374,30923,9550,318.33333333,aimless,aimless
train-cc,039,task_engagement,aimless,22,30924,31053,130,4.33333333,goaloriented,noplay
train-cc,039,task_engagement,noplay,23,31054,31703,650,21.66666667,aimless,goaloriented
train-cc,039,task_engagement,goaloriented,24,31704,37626,5923,197.43333333,noplay,noplay
train-cc,039,task_engagement,noplay,25,37627,38290,664,22.13333333,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,26,38291,40787,2497,83.23333333,noplay,adultseeking
train-cc,039,task_engagement,adultseeking,27,40788,41307,520,17.33333333,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,28,41308,56400,15093,503.10000000,adultseeking,aimless
train-cc,039,task_engagement,aimless,29,56401,56475,75,2.50000000,goaloriented,noplay
train-cc,039,task_engagement,noplay,30,56476,56764,289,9.63333333,aimless,aimless
train-cc,039,task_engagement,aimless,31,56765,56975,211,7.03333333,noplay,noplay
train-cc,039,task_engagement,noplay,32,56976,57679,704,23.46666667,aimless,aimless
train-cc,039,task_engagement,aimless,33,57680,58698,1019,33.96666667,noplay,goaloriented
train-cc,039,task_engagement,goaloriented,34,58699,61925,3227,107.56666667,aimless,aimless
train-cc,039,task_engagement,aimless,35,61926,61991,66,2.20000000,goaloriented,goaloriented
train-cc,039,task_engagement,goaloriented,36,61992,71840,9849,328.30000000,aimless,<END>
train-cc,039,social_engagement,solitary,0,0,1175,1176,39.20000000,<START>,cooperative
train-cc,039,social_engagement,cooperative,1,1176,2013,838,27.93333333,solitary,associative
train-cc,039,social_engagement,associative,2,2014,3430,1417,47.23333333,cooperative,cooperative
train-cc,039,social_engagement,cooperative,3,3431,3611,181,6.03333333,associative,associative
train-cc,039,social_engagement,associative,4,3612,5185,1574,52.46666667,cooperative,cooperative
train-cc,039,social_engagement,cooperative,5,5186,6507,1322,44.06666667,associative,associative
train-cc,039,social_engagement,associative,6,6508,7158,651,21.70000000,cooperative,cooperative
train-cc,039,social_engagement,cooperative,7,7159,7247,89,2.96666667,associative,associative
train-cc,039,social_engagement,associative,8,7248,7735,488,16.26666667,cooperative,parallel
train-cc,039,social_engagement,parallel,9,7736,8415,680,22.66666667,associative,onlooker
train-cc,039,social_engagement,onlooker,10,8416,8620,205,6.83333333,parallel,associative
train-cc,039,social_engagement,associative,11,8621,9447,827,27.56666667,onlooker,cooperative
train-cc,039,social_engagement,cooperative,12,9448,10241,794,26.46666667,associative,associative
train-cc,039,social_engagement,associative,13,10242,11271,1030,34.33333333,cooperative,onlooker
train-cc,039,social_engagement,onlooker,14,11272,11842,571,19.03333333,associative,associative
train-cc,039,social_engagement,associative,15,11843,11913,71,2.36666667,onlooker,onlooker
train-cc,039,social_engagement,onlooker,16,11914,12543,630,21.00000000,associative,associative
train-cc,039,social_engagement,associative,17,12544,12682,139,4.63333333,onlooker,cooperative
train-cc,039,social_engagement,cooperative,18,12683,12779,97,3.23333333,associative,associative
train-cc,039,social_engagement,associative,19,12780,12831,52,1.73333333,cooperative,onlooker
train-cc,039,social_engagement,onlooker,20,12832,13893,1062,35.40000000,associative,associative
train-cc,039,social_engagement,associative,21,13894,14104,211,7.03333333,onlooker,onlooker
train-cc,039,social_engagement,onlooker,22,14105,14777,673,22.43333333,associative,associative
train-cc,039,social_engagement,associative,23,14778,15965,1188,39.60000000,onlooker,cooperative
train-cc,039,social_engagement,cooperative,24,15966,16123,158,5.26666667,associative,associative
train-cc,039,social_engagement,associative,25,16124,17088,965,32.16666667,cooperative,cooperative
train-cc,039,social_engagement,cooperative,26,17089,18025,937,31.23333333,associative,associative
train-cc,039,social_engagement,associative,27,18026,18328,303,10.10000000,cooperative,cooperative
train-cc,039,social_engagement,cooperative,28,18329,18742,414,13.80000000,associative,associative
train-cc,039,social_engagement,associative,29,18743,22630,3888,129.60000000,cooperative,cooperative
train-cc,039,social_engagement,cooperative,30,22631,23307,677,22.56666667,associative,associative
train-cc,039,social_engagement,associative,31,23308,31241,7934,264.46666667,cooperative,parallel
train-cc,039,social_engagement,parallel,32,31242,31421,180,6.00000000,associative,associative
train-cc,039,social_engagement,associative,33,31422,31971,550,18.33333333,parallel,cooperative
train-cc,039,social_engagement,cooperative,34,31972,34225,2254,75.13333333,associative,associative
train-cc,039,social_engagement,associative,35,34226,34500,275,9.16666667,cooperative,cooperative
train-cc,039,social_engagement,cooperative,36,34501,37272,2772,92.40000000,associative,associative
train-cc,039,social_engagement,associative,37,37273,37564,292,9.73333333,cooperative,parallel
train-cc,039,social_engagement,parallel,38,37565,38311,747,24.90000000,associative,associative
train-cc,039,social_engagement,associative,39,38312,39574,1263,42.10000000,parallel,cooperative
train-cc,039,social_engagement,cooperative,40,39575,56439,16865,562.16666667,associative,associative
train-cc,039,social_engagement,associative,41,56440,59008,2569,85.63333333,cooperative,cooperative
train-cc,039,social_engagement,cooperative,42,59009,71840,12832,427.73333333,associative,<END>
train-cc,042,task_engagement,noplay,0,0,1196,1197,39.90000000,<START>,goaloriented
