scenario,split,session_id,color,task,label,count
drop_blank,train-cc,028,purple,task_engagement,goaloriented,39318
drop_blank,train-cc,028,purple,task_engagement,nan,590
drop_blank,train-cc,028,purple,task_engagement,noplay,4026
drop_nan,train-cc,028,purple,task_engagement,<blank>,1
drop_nan,train-cc,028,purple,task_engagement,adultseeking,2960
drop_nan,train-cc,028,purple,task_engagement,aimless,6498
drop_nan,train-cc,028,purple,task_engagement,goaloriented,39318
drop_nan,train-cc,028,purple,task_engagement,noplay,4026
drop_blank_and_nan,train-cc,028,purple,task_engagement,adultseeking,2960
drop_blank_and_nan,train-cc,028,purple,task_engagement,aimless,6498
drop_blank_and_nan,train-cc,028,purple,task_engagement,goaloriented,39318
drop_blank_and_nan,train-cc,028,purple,task_engagement,noplay,4026
all,train-cc,028,purple,social_engagement,<blank>,1
all,train-cc,028,purple,social_engagement,associative,14664
all,train-cc,028,purple,social_engagement,cooperative,30268
all,train-cc,028,purple,social_engagement,nan,2092
all,train-cc,028,purple,social_engagement,onlooker,4351
all,train-cc,028,purple,social_engagement,parallel,1445
all,train-cc,028,purple,social_engagement,solitary,572
drop_blank,train-cc,028,purple,social_engagement,associative,14664
drop_blank,train-cc,028,purple,social_engagement,cooperative,30268
drop_blank,train-cc,028,purple,social_engagement,nan,2092
drop_blank,train-cc,028,purple,social_engagement,onlooker,4351
drop_blank,train-cc,028,purple,social_engagement,parallel,1445
drop_blank,train-cc,028,purple,social_engagement,solitary,572
drop_nan,train-cc,028,purple,social_engagement,<blank>,1
drop_nan,train-cc,028,purple,social_engagement,associative,14664
drop_nan,train-cc,028,purple,social_engagement,cooperative,30268
drop_nan,train-cc,028,purple,social_engagement,onlooker,4351
drop_nan,train-cc,028,purple,social_engagement,parallel,1445
drop_nan,train-cc,028,purple,social_engagement,solitary,572
drop_blank_and_nan,train-cc,028,purple,social_engagement,associative,14664
drop_blank_and_nan,train-cc,028,purple,social_engagement,cooperative,30268
drop_blank_and_nan,train-cc,028,purple,social_engagement,onlooker,4351
drop_blank_and_nan,train-cc,028,purple,social_engagement,parallel,1445
drop_blank_and_nan,train-cc,028,purple,social_engagement,solitary,572
all,train-cc,028,yellow,task_engagement,<blank>,1
all,train-cc,028,yellow,task_engagement,adultseeking,620
all,train-cc,028,yellow,task_engagement,aimless,4307
all,train-cc,028,yellow,task_engagement,goaloriented,46364
all,train-cc,028,yellow,task_engagement,noplay,2101
drop_blank,train-cc,028,yellow,task_engagement,adultseeking,620
drop_blank,train-cc,028,yellow,task_engagement,aimless,4307
drop_blank,train-cc,028,yellow,task_engagement,goaloriented,46364
drop_blank,train-cc,028,yellow,task_engagement,noplay,2101
drop_nan,train-cc,028,yellow,task_engagement,<blank>,1
drop_nan,train-cc,028,yellow,task_engagement,adultseeking,620
drop_nan,train-cc,028,yellow,task_engagement,aimless,4307
drop_nan,train-cc,028,yellow,task_engagement,goaloriented,46364
drop_nan,train-cc,028,yellow,task_engagement,noplay,2101
drop_blank_and_nan,train-cc,028,yellow,task_engagement,adultseeking,620
drop_blank_and_nan,train-cc,028,yellow,task_engagement,aimless,4307
drop_blank_and_nan,train-cc,028,yellow,task_engagement,goaloriented,46364
drop_blank_and_nan,train-cc,028,yellow,task_engagement,noplay,2101
all,train-cc,028,yellow,social_engagement,<blank>,1
all,train-cc,028,yellow,social_engagement,associative,20102
all,train-cc,028,yellow,social_engagement,cooperative,30071
all,train-cc,028,yellow,social_engagement,onlooker,1202
all,train-cc,028,yellow,social_engagement,parallel,1445
all,train-cc,028,yellow,social_engagement,solitary,572
drop_blank,train-cc,028,yellow,social_engagement,associative,20102
drop_blank,train-cc,028,yellow,social_engagement,cooperative,30071
drop_blank,train-cc,028,yellow,social_engagement,onlooker,1202
drop_blank,train-cc,028,yellow,social_engagement,parallel,1445
drop_blank,train-cc,028,yellow,social_engagement,solitary,572
drop_nan,train-cc,028,yellow,social_engagement,<blank>,1
drop_nan,train-cc,028,yellow,social_engagement,associative,20102
drop_nan,train-cc,028,yellow,social_engagement,cooperative,30071
drop_nan,train-cc,028,yellow,social_engagement,onlooker,1202
drop_nan,train-cc,028,yellow,social_engagement,parallel,1445
drop_nan,train-cc,028,yellow,social_engagement,solitary,572
drop_blank_and_nan,train-cc,028,yellow,social_engagement,associative,20102
drop_blank_and_nan,train-cc,028,yellow,social_engagement,cooperative,30071
drop_blank_and_nan,train-cc,028,yellow,social_engagement,onlooker,1202
drop_blank_and_nan,train-cc,028,yellow,social_engagement,parallel,1445
drop_blank_and_nan,train-cc,028,yellow,social_engagement,solitary,572
all,train-cc,029,purple,task_engagement,adultseeking,2078
all,train-cc,029,purple,task_engagement,aimless,9070
all,train-cc,029,purple,task_engagement,goaloriented,57009
all,train-cc,029,purple,task_engagement,noplay,3680
drop_blank,train-cc,029,purple,task_engagement,adultseeking,2078
drop_blank,train-cc,029,purple,task_engagement,aimless,9070
drop_blank,train-cc,029,purple,task_engagement,goaloriented,57009
drop_blank,train-cc,029,purple,task_engagement,noplay,3680
drop_nan,train-cc,029,purple,task_engagement,adultseeking,2078
drop_nan,train-cc,029,purple,task_engagement,aimless,9070
drop_nan,train-cc,029,purple,task_engagement,goaloriented,57009
drop_nan,train-cc,029,purple,task_engagement,noplay,3680
drop_blank_and_nan,train-cc,029,purple,task_engagement,adultseeking,2078
drop_blank_and_nan,train-cc,029,purple,task_engagement,aimless,9070
drop_blank_and_nan,train-cc,029,purple,task_engagement,goaloriented,57009
drop_blank_and_nan,train-cc,029,purple,task_engagement,noplay,3680
all,train-cc,029,purple,social_engagement,associative,2018
all,train-cc,029,purple,social_engagement,cooperative,65261
all,train-cc,029,purple,social_engagement,onlooker,339
all,train-cc,029,purple,social_engagement,solitary,4219
drop_blank,train-cc,029,purple,social_engagement,associative,2018
drop_blank,train-cc,029,purple,social_engagement,cooperative,65261
drop_blank,train-cc,029,purple,social_engagement,onlooker,339
drop_blank,train-cc,029,purple,social_engagement,solitary,4219
drop_nan,train-cc,029,purple,social_engagement,associative,2018
drop_nan,train-cc,029,purple,social_engagement,cooperative,65261
drop_nan,train-cc,029,purple,social_engagement,onlooker,339
drop_nan,train-cc,029,purple,social_engagement,solitary,4219
drop_blank_and_nan,train-cc,029,purple,social_engagement,associative,2018
drop_blank_and_nan,train-cc,029,purple,social_engagement,cooperative,65261
drop_blank_and_nan,train-cc,029,purple,social_engagement,onlooker,339
drop_blank_and_nan,train-cc,029,purple,social_engagement,solitary,4219
all,train-cc,029,yellow,task_engagement,adultseeking,2402
all,train-cc,029,yellow,task_engagement,aimless,9376
all,train-cc,029,yellow,task_engagement,goaloriented,55634
all,train-cc,029,yellow,task_engagement,noplay,4425
drop_blank,train-cc,029,yellow,task_engagement,adultseeking,2402
drop_blank,train-cc,029,yellow,task_engagement,aimless,9376
drop_blank,train-cc,029,yellow,task_engagement,goaloriented,55634
drop_blank,train-cc,029,yellow,task_engagement,noplay,4425
drop_nan,train-cc,029,yellow,task_engagement,adultseeking,2402
drop_nan,train-cc,029,yellow,task_engagement,aimless,9376
drop_nan,train-cc,029,yellow,task_engagement,goaloriented,55634
drop_nan,train-cc,029,yellow,task_engagement,noplay,4425
drop_blank_and_nan,train-cc,029,yellow,task_engagement,adultseeking,2402
drop_blank_and_nan,train-cc,029,yellow,task_engagement,aimless,9376
drop_blank_and_nan,train-cc,029,yellow,task_engagement,goaloriented,55634
drop_blank_and_nan,train-cc,029,yellow,task_engagement,noplay,4425
all,train-cc,029,yellow,social_engagement,associative,2018
all,train-cc,029,yellow,social_engagement,cooperative,65160
all,train-cc,029,yellow,social_engagement,onlooker,3477
all,train-cc,029,yellow,social_engagement,solitary,1182
drop_blank,train-cc,029,yellow,social_engagement,associative,2018
drop_blank,train-cc,029,yellow,social_engagement,cooperative,65160
drop_blank,train-cc,029,yellow,social_engagement,onlooker,3477
drop_blank,train-cc,029,yellow,social_engagement,solitary,1182
drop_nan,train-cc,029,yellow,social_engagement,associative,2018
drop_nan,train-cc,029,yellow,social_engagement,cooperative,65160
drop_nan,train-cc,029,yellow,social_engagement,onlooker,3477
drop_nan,train-cc,029,yellow,social_engagement,solitary,1182
drop_blank_and_nan,train-cc,029,yellow,social_engagement,associative,2018
drop_blank_and_nan,train-cc,029,yellow,social_engagement,cooperative,65160
drop_blank_and_nan,train-cc,029,yellow,social_engagement,onlooker,3477
drop_blank_and_nan,train-cc,029,yellow,social_engagement,solitary,1182
all,train-cc,033,purple,task_engagement,adultseeking,766
all,train-cc,033,purple,task_engagement,goaloriented,38354
all,train-cc,033,purple,task_engagement,noplay,32699
drop_blank,train-cc,033,purple,task_engagement,adultseeking,766
drop_blank,train-cc,033,purple,task_engagement,goaloriented,38354
drop_blank,train-cc,033,purple,task_engagement,noplay,32699
drop_nan,train-cc,033,purple,task_engagement,adultseeking,766
drop_nan,train-cc,033,purple,task_engagement,goaloriented,38354
drop_nan,train-cc,033,purple,task_engagement,noplay,32699
drop_blank_and_nan,train-cc,033,purple,task_engagement,adultseeking,766
drop_blank_and_nan,train-cc,033,purple,task_engagement,goaloriented,38354
drop_blank_and_nan,train-cc,033,purple,task_engagement,noplay,32699
all,train-cc,033,purple,social_engagement,associative,8769
all,train-cc,033,purple,social_engagement,cooperative,23006
all,train-cc,033,purple,social_engagement,onlooker,7906
all,train-cc,033,purple,social_engagement,parallel,18524
all,train-cc,033,purple,social_engagement,solitary,13614
drop_blank,train-cc,033,purple,social_engagement,associative,8769
drop_blank,train-cc,033,purple,social_engagement,cooperative,23006
drop_blank,train-cc,033,purple,social_engagement,onlooker,7906
drop_blank,train-cc,033,purple,social_engagement,parallel,18524
drop_blank,train-cc,033,purple,social_engagement,solitary,13614
drop_nan,train-cc,033,purple,social_engagement,associative,8769
drop_nan,train-cc,033,purple,social_engagement,cooperative,23006
drop_nan,train-cc,033,purple,social_engagement,onlooker,7906
drop_nan,train-cc,033,purple,social_engagement,parallel,18524
drop_nan,train-cc,033,purple,social_engagement,solitary,13614
drop_blank_and_nan,train-cc,033,purple,social_engagement,associative,8769
drop_blank_and_nan,train-cc,033,purple,social_engagement,cooperative,23006
drop_blank_and_nan,train-cc,033,purple,social_engagement,onlooker,7906
drop_blank_and_nan,train-cc,033,purple,social_engagement,parallel,18524
drop_blank_and_nan,train-cc,033,purple,social_engagement,solitary,13614
all,train-cc,033,yellow,task_engagement,adultseeking,278
all,train-cc,033,yellow,task_engagement,aimless,400
all,train-cc,033,yellow,task_engagement,goaloriented,38673
all,train-cc,033,yellow,task_engagement,noplay,32468
drop_blank,train-cc,033,yellow,task_engagement,adultseeking,278
drop_blank,train-cc,033,yellow,task_engagement,aimless,400
drop_blank,train-cc,033,yellow,task_engagement,goaloriented,38673
drop_blank,train-cc,033,yellow,task_engagement,noplay,32468
drop_nan,train-cc,033,yellow,task_engagement,adultseeking,278
drop_nan,train-cc,033,yellow,task_engagement,aimless,400
drop_nan,train-cc,033,yellow,task_engagement,goaloriented,38673
drop_nan,train-cc,033,yellow,task_engagement,noplay,32468
drop_blank_and_nan,train-cc,033,yellow,task_engagement,adultseeking,278
drop_blank_and_nan,train-cc,033,yellow,task_engagement,aimless,400
drop_blank_and_nan,train-cc,033,yellow,task_engagement,goaloriented,38673
drop_blank_and_nan,train-cc,033,yellow,task_engagement,noplay,32468
all,train-cc,033,yellow,social_engagement,associative,8769
all,train-cc,033,yellow,social_engagement,cooperative,22879
all,train-cc,033,yellow,social_engagement,onlooker,17897
all,train-cc,033,yellow,social_engagement,parallel,8060
all,train-cc,033,yellow,social_engagement,solitary,14214
drop_blank,train-cc,033,yellow,social_engagement,associative,8769
drop_blank,train-cc,033,yellow,social_engagement,cooperative,22879
drop_blank,train-cc,033,yellow,social_engagement,onlooker,17897
drop_blank,train-cc,033,yellow,social_engagement,parallel,8060
drop_blank,train-cc,033,yellow,social_engagement,solitary,14214
drop_nan,train-cc,033,yellow,social_engagement,associative,8769
drop_nan,train-cc,033,yellow,social_engagement,cooperative,22879
drop_nan,train-cc,033,yellow,social_engagement,onlooker,17897
drop_nan,train-cc,033,yellow,social_engagement,parallel,8060
drop_nan,train-cc,033,yellow,social_engagement,solitary,14214
drop_blank_and_nan,train-cc,033,yellow,social_engagement,associative,8769
drop_blank_and_nan,train-cc,033,yellow,social_engagement,cooperative,22879
drop_blank_and_nan,train-cc,033,yellow,social_engagement,onlooker,17897
drop_blank_and_nan,train-cc,033,yellow,social_engagement,parallel,8060
drop_blank_and_nan,train-cc,033,yellow,social_engagement,solitary,14214
all,train-cc,037,purple,task_engagement,<blank>,22278
all,train-cc,037,purple,task_engagement,adultseeking,304
all,train-cc,037,purple,task_engagement,aimless,9094
all,train-cc,037,purple,task_engagement,goaloriented,3058
all,train-cc,037,purple,task_engagement,noplay,2028
drop_blank,train-cc,037,purple,task_engagement,adultseeking,304
drop_blank,train-cc,037,purple,task_engagement,aimless,9094
drop_blank,train-cc,037,purple,task_engagement,goaloriented,3058
drop_blank,train-cc,037,purple,task_engagement,noplay,2028
drop_nan,train-cc,037,purple,task_engagement,<blank>,22278
drop_nan,train-cc,037,purple,task_engagement,adultseeking,304
drop_nan,train-cc,037,purple,task_engagement,aimless,9094
drop_nan,train-cc,037,purple,task_engagement,goaloriented,3058
drop_nan,train-cc,037,purple,task_engagement,noplay,2028
drop_blank_and_nan,train-cc,037,purple,task_engagement,adultseeking,304
drop_blank_and_nan,train-cc,037,purple,task_engagement,aimless,9094
drop_blank_and_nan,train-cc,037,purple,task_engagement,goaloriented,3058
drop_blank_and_nan,train-cc,037,purple,task_engagement,noplay,2028
all,train-cc,037,purple,social_engagement,<blank>,26094
all,train-cc,037,purple,social_engagement,associative,1464
all,train-cc,037,purple,social_engagement,cooperative,6071
all,train-cc,037,purple,social_engagement,parallel,1793
all,train-cc,037,purple,social_engagement,solitary,1340
drop_blank,train-cc,037,purple,social_engagement,associative,1464
drop_blank,train-cc,037,purple,social_engagement,cooperative,6071
drop_blank,train-cc,037,purple,social_engagement,parallel,1793
drop_blank,train-cc,037,purple,social_engagement,solitary,1340
drop_nan,train-cc,037,purple,social_engagement,<blank>,26094
drop_nan,train-cc,037,purple,social_engagement,associative,1464
drop_nan,train-cc,037,purple,social_engagement,cooperative,6071
drop_nan,train-cc,037,purple,social_engagement,parallel,1793
drop_nan,train-cc,037,purple,social_engagement,solitary,1340
drop_blank_and_nan,train-cc,037,purple,social_engagement,associative,1464
drop_blank_and_nan,train-cc,037,purple,social_engagement,cooperative,6071
drop_blank_and_nan,train-cc,037,purple,social_engagement,parallel,1793
drop_blank_and_nan,train-cc,037,purple,social_engagement,solitary,1340
all,train-cc,037,yellow,task_engagement,<blank>,23269
all,train-cc,037,yellow,task_engagement,aimless,6694
all,train-cc,037,yellow,task_engagement,goaloriented,3171
all,train-cc,037,yellow,task_engagement,noplay,3628
drop_blank,train-cc,037,yellow,task_engagement,aimless,6694
drop_blank,train-cc,037,yellow,task_engagement,goaloriented,3171
drop_blank,train-cc,037,yellow,task_engagement,noplay,3628
drop_nan,train-cc,037,yellow,task_engagement,<blank>,23269
drop_nan,train-cc,037,yellow,task_engagement,aimless,6694
drop_nan,train-cc,037,yellow,task_engagement,goaloriented,3171
drop_nan,train-cc,037,yellow,task_engagement,noplay,3628
drop_blank_and_nan,train-cc,037,yellow,task_engagement,aimless,6694
drop_blank_and_nan,train-cc,037,yellow,task_engagement,goaloriented,3171
drop_blank_and_nan,train-cc,037,yellow,task_engagement,noplay,3628
all,train-cc,037,yellow,social_engagement,<blank>,26674
all,train-cc,037,yellow,social_engagement,associative,397
all,train-cc,037,yellow,social_engagement,cooperative,5067
all,train-cc,037,yellow,social_engagement,onlooker,1145
all,train-cc,037,yellow,social_engagement,parallel,1793
all,train-cc,037,yellow,social_engagement,solitary,1686
drop_blank,train-cc,037,yellow,social_engagement,associative,397
drop_blank,train-cc,037,yellow,social_engagement,cooperative,5067
drop_blank,train-cc,037,yellow,social_engagement,onlooker,1145
drop_blank,train-cc,037,yellow,social_engagement,parallel,1793
drop_blank,train-cc,037,yellow,social_engagement,solitary,1686
drop_nan,train-cc,037,yellow,social_engagement,<blank>,26674
drop_nan,train-cc,037,yellow,social_engagement,associative,397
drop_nan,train-cc,037,yellow,social_engagement,cooperative,5067
drop_nan,train-cc,037,yellow,social_engagement,onlooker,1145
drop_nan,train-cc,037,yellow,social_engagement,parallel,1793
drop_nan,train-cc,037,yellow,social_engagement,solitary,1686
drop_blank_and_nan,train-cc,037,yellow,social_engagement,associative,397
drop_blank_and_nan,train-cc,037,yellow,social_engagement,cooperative,5067
drop_blank_and_nan,train-cc,037,yellow,social_engagement,onlooker,1145
drop_blank_and_nan,train-cc,037,yellow,social_engagement,parallel,1793
drop_blank_and_nan,train-cc,037,yellow,social_engagement,solitary,1686
all,train-cc,039,purple,task_engagement,adultseeking,520
all,train-cc,039,purple,task_engagement,aimless,4535
all,train-cc,039,purple,task_engagement,goaloriented,61209
all,train-cc,039,purple,task_engagement,noplay,5577
drop_blank,train-cc,039,purple,task_engagement,adultseeking,520
drop_blank,train-cc,039,purple,task_engagement,aimless,4535
drop_blank,train-cc,039,purple,task_engagement,goaloriented,61209
drop_blank,train-cc,039,purple,task_engagement,noplay,5577
drop_nan,train-cc,039,purple,task_engagement,adultseeking,520
drop_nan,train-cc,039,purple,task_engagement,aimless,4535
drop_nan,train-cc,039,purple,task_engagement,goaloriented,61209
drop_nan,train-cc,039,purple,task_engagement,noplay,5577
drop_blank_and_nan,train-cc,039,purple,task_engagement,adultseeking,520
drop_blank_and_nan,train-cc,039,purple,task_engagement,aimless,4535
drop_blank_and_nan,train-cc,039,purple,task_engagement,goaloriented,61209
drop_blank_and_nan,train-cc,039,purple,task_engagement,noplay,5577
all,train-cc,039,purple,social_engagement,associative,25687
all,train-cc,039,purple,social_engagement,cooperative,40230
all,train-cc,039,purple,social_engagement,onlooker,3141
all,train-cc,039,purple,social_engagement,parallel,1607
all,train-cc,039,purple,social_engagement,solitary,1176
drop_blank,train-cc,039,purple,social_engagement,associative,25687
drop_blank,train-cc,039,purple,social_engagement,cooperative,40230
drop_blank,train-cc,039,purple,social_engagement,onlooker,3141
drop_blank,train-cc,039,purple,social_engagement,parallel,1607
drop_blank,train-cc,039,purple,social_engagement,solitary,1176
drop_nan,train-cc,039,purple,social_engagement,associative,25687
drop_nan,train-cc,039,purple,social_engagement,cooperative,40230
drop_nan,train-cc,039,purple,social_engagement,onlooker,3141
drop_nan,train-cc,039,purple,social_engagement,parallel,1607
drop_nan,train-cc,039,purple,social_engagement,solitary,1176
drop_blank_and_nan,train-cc,039,purple,social_engagement,associative,25687
drop_blank_and_nan,train-cc,039,purple,social_engagement,cooperative,40230
drop_blank_and_nan,train-cc,039,purple,social_engagement,onlooker,3141
drop_blank_and_nan,train-cc,039,purple,social_engagement,parallel,1607
drop_blank_and_nan,train-cc,039,purple,social_engagement,solitary,1176
all,train-cc,039,yellow,task_engagement,adultseeking,720
all,train-cc,039,yellow,task_engagement,aimless,7883
all,train-cc,039,yellow,task_engagement,goaloriented,61532
all,train-cc,039,yellow,task_engagement,noplay,1706
drop_blank,train-cc,039,yellow,task_engagement,adultseeking,720
drop_blank,train-cc,039,yellow,task_engagement,aimless,7883
drop_blank,train-cc,039,yellow,task_engagement,goaloriented,61532
drop_blank,train-cc,039,yellow,task_engagement,noplay,1706
drop_nan,train-cc,039,yellow,task_engagement,adultseeking,720
drop_nan,train-cc,039,yellow,task_engagement,aimless,7883
drop_nan,train-cc,039,yellow,task_engagement,goaloriented,61532
drop_nan,train-cc,039,yellow,task_engagement,noplay,1706
drop_blank_and_nan,train-cc,039,yellow,task_engagement,adultseeking,720
drop_blank_and_nan,train-cc,039,yellow,task_engagement,aimless,7883
drop_blank_and_nan,train-cc,039,yellow,task_engagement,goaloriented,61532
drop_blank_and_nan,train-cc,039,yellow,task_engagement,noplay,1706
all,train-cc,039,yellow,social_engagement,associative,27865
all,train-cc,039,yellow,social_engagement,cooperative,40362
all,train-cc,039,yellow,social_engagement,parallel,1812
all,train-cc,039,yellow,social_engagement,solitary,1802
drop_blank,train-cc,039,yellow,social_engagement,associative,27865
drop_blank,train-cc,039,yellow,social_engagement,cooperative,40362
drop_blank,train-cc,039,yellow,social_engagement,parallel,1812
drop_blank,train-cc,039,yellow,social_engagement,solitary,1802
drop_nan,train-cc,039,yellow,social_engagement,associative,27865
drop_nan,train-cc,039,yellow,social_engagement,cooperative,40362
drop_nan,train-cc,039,yellow,social_engagement,parallel,1812
drop_nan,train-cc,039,yellow,social_engagement,solitary,1802
drop_blank_and_nan,train-cc,039,yellow,social_engagement,associative,27865
drop_blank_and_nan,train-cc,039,yellow,social_engagement,cooperative,40362
drop_blank_and_nan,train-cc,039,yellow,social_engagement,parallel,1812
drop_blank_and_nan,train-cc,039,yellow,social_engagement,solitary,1802
all,train-cc,042,purple,task_engagement,<blank>,21009
all,train-cc,042,purple,task_engagement,goaloriented,4174
all,train-cc,042,purple,task_engagement,nan,13290
all,train-cc,042,purple,task_engagement,noplay,1624
drop_blank,train-cc,042,purple,task_engagement,goaloriented,4174
drop_blank,train-cc,042,purple,task_engagement,nan,13290
drop_blank,train-cc,042,purple,task_engagement,noplay,1624
drop_nan,train-cc,042,purple,task_engagement,<blank>,21009
drop_nan,train-cc,042,purple,task_engagement,goaloriented,4174
drop_nan,train-cc,042,purple,task_engagement,noplay,1624
drop_blank_and_nan,train-cc,042,purple,task_engagement,goaloriented,4174
drop_blank_and_nan,train-cc,042,purple,task_engagement,noplay,1624
all,train-cc,042,purple,social_engagement,<blank>,23901
all,train-cc,042,purple,social_engagement,cooperative,1809
all,train-cc,042,purple,social_engagement,nan,13290
all,train-cc,042,purple,social_engagement,parallel,66
all,train-cc,042,purple,social_engagement,solitary,1031
drop_blank,train-cc,042,purple,social_engagement,cooperative,1809
drop_blank,train-cc,042,purple,social_engagement,nan,13290
drop_blank,train-cc,042,purple,social_engagement,parallel,66
drop_blank,train-cc,042,purple,social_engagement,solitary,1031
drop_nan,train-cc,042,purple,social_engagement,<blank>,23901
drop_nan,train-cc,042,purple,social_engagement,cooperative,1809
drop_nan,train-cc,042,purple,social_engagement,parallel,66
drop_nan,train-cc,042,purple,social_engagement,solitary,1031
drop_blank_and_nan,train-cc,042,purple,social_engagement,cooperative,1809
drop_blank_and_nan,train-cc,042,purple,social_engagement,parallel,66
drop_blank_and_nan,train-cc,042,purple,social_engagement,solitary,1031
all,train-cc,042,yellow,task_engagement,<blank>,19971
all,train-cc,042,yellow,task_engagement,goaloriented,5661
all,train-cc,042,yellow,task_engagement,nan,13290
all,train-cc,042,yellow,task_engagement,noplay,1175
drop_blank,train-cc,042,yellow,task_engagement,goaloriented,5661
drop_blank,train-cc,042,yellow,task_engagement,nan,13290
drop_blank,train-cc,042,yellow,task_engagement,noplay,1175
drop_nan,train-cc,042,yellow,task_engagement,<blank>,19971
drop_nan,train-cc,042,yellow,task_engagement,goaloriented,5661
drop_nan,train-cc,042,yellow,task_engagement,noplay,1175
drop_blank_and_nan,train-cc,042,yellow,task_engagement,goaloriented,5661
drop_blank_and_nan,train-cc,042,yellow,task_engagement,noplay,1175
all,train-cc,042,yellow,social_engagement,<blank>,23278
all,train-cc,042,yellow,social_engagement,cooperative,1809
all,train-cc,042,yellow,social_engagement,nan,13913
all,train-cc,042,yellow,social_engagement,parallel,66
all,train-cc,042,yellow,social_engagement,solitary,1031
drop_blank,train-cc,042,yellow,social_engagement,cooperative,1809
drop_blank,train-cc,042,yellow,social_engagement,nan,13913
drop_blank,train-cc,042,yellow,social_engagement,parallel,66
drop_blank,train-cc,042,yellow,social_engagement,solitary,1031
drop_nan,train-cc,042,yellow,social_engagement,<blank>,23278
drop_nan,train-cc,042,yellow,social_engagement,cooperative,1809
drop_nan,train-cc,042,yellow,social_engagement,parallel,66
drop_nan,train-cc,042,yellow,social_engagement,solitary,1031
drop_blank_and_nan,train-cc,042,yellow,social_engagement,cooperative,1809
drop_blank_and_nan,train-cc,042,yellow,social_engagement,parallel,66
drop_blank_and_nan,train-cc,042,yellow,social_engagement,solitary,1031
all,train-cc,043,purple,task_engagement,<blank>,1
all,train-cc,043,purple,task_engagement,aimless,11850
all,train-cc,043,purple,task_engagement,goaloriented,3443
all,train-cc,043,purple,task_engagement,noplay,1530
drop_blank,train-cc,043,purple,task_engagement,aimless,11850
drop_blank,train-cc,043,purple,task_engagement,goaloriented,3443
drop_blank,train-cc,043,purple,task_engagement,noplay,1530
drop_nan,train-cc,043,purple,task_engagement,<blank>,1
drop_nan,train-cc,043,purple,task_engagement,aimless,11850
drop_nan,train-cc,043,purple,task_engagement,goaloriented,3443
drop_nan,train-cc,043,purple,task_engagement,noplay,1530
drop_blank_and_nan,train-cc,043,purple,task_engagement,aimless,11850
drop_blank_and_nan,train-cc,043,purple,task_engagement,goaloriented,3443
drop_blank_and_nan,train-cc,043,purple,task_engagement,noplay,1530
all,train-cc,043,purple,social_engagement,<blank>,1
all,train-cc,043,purple,social_engagement,cooperative,6212
all,train-cc,043,purple,social_engagement,parallel,8957
all,train-cc,043,purple,social_engagement,solitary,1654
drop_blank,train-cc,043,purple,social_engagement,cooperative,6212
drop_blank,train-cc,043,purple,social_engagement,parallel,8957
drop_blank,train-cc,043,purple,social_engagement,solitary,1654
drop_nan,train-cc,043,purple,social_engagement,<blank>,1
drop_nan,train-cc,043,purple,social_engagement,cooperative,6212
drop_nan,train-cc,043,purple,social_engagement,parallel,8957
drop_nan,train-cc,043,purple,social_engagement,solitary,1654
drop_blank_and_nan,train-cc,043,purple,social_engagement,cooperative,6212
drop_blank_and_nan,train-cc,043,purple,social_engagement,parallel,8957
drop_blank_and_nan,train-cc,043,purple,social_engagement,solitary,1654
all,train-cc,043,yellow,task_engagement,<blank>,1
all,train-cc,043,yellow,task_engagement,adultseeking,165
all,train-cc,043,yellow,task_engagement,aimless,7891
all,train-cc,043,yellow,task_engagement,goaloriented,3677
all,train-cc,043,yellow,task_engagement,noplay,5090
drop_blank,train-cc,043,yellow,task_engagement,adultseeking,165
drop_blank,train-cc,043,yellow,task_engagement,aimless,7891
drop_blank,train-cc,043,yellow,task_engagement,goaloriented,3677
drop_blank,train-cc,043,yellow,task_engagement,noplay,5090
drop_nan,train-cc,043,yellow,task_engagement,<blank>,1
drop_nan,train-cc,043,yellow,task_engagement,adultseeking,165
drop_nan,train-cc,043,yellow,task_engagement,aimless,7891
drop_nan,train-cc,043,yellow,task_engagement,goaloriented,3677
drop_nan,train-cc,043,yellow,task_engagement,noplay,5090
drop_blank_and_nan,train-cc,043,yellow,task_engagement,adultseeking,165
drop_blank_and_nan,train-cc,043,yellow,task_engagement,aimless,7891
drop_blank_and_nan,train-cc,043,yellow,task_engagement,goaloriented,3677
drop_blank_and_nan,train-cc,043,yellow,task_engagement,noplay,5090
all,train-cc,043,yellow,social_engagement,<blank>,1
all,train-cc,043,yellow,social_engagement,cooperative,4554
all,train-cc,043,yellow,social_engagement,onlooker,2163
all,train-cc,043,yellow,social_engagement,parallel,8452
all,train-cc,043,yellow,social_engagement,solitary,1654
drop_blank,train-cc,043,yellow,social_engagement,cooperative,4554
drop_blank,train-cc,043,yellow,social_engagement,onlooker,2163
drop_blank,train-cc,043,yellow,social_engagement,parallel,8452
drop_blank,train-cc,043,yellow,social_engagement,solitary,1654
drop_nan,train-cc,043,yellow,social_engagement,<blank>,1
drop_nan,train-cc,043,yellow,social_engagement,cooperative,4554
drop_nan,train-cc,043,yellow,social_engagement,onlooker,2163
drop_nan,train-cc,043,yellow,social_engagement,parallel,8452
drop_nan,train-cc,043,yellow,social_engagement,solitary,1654
drop_blank_and_nan,train-cc,043,yellow,social_engagement,cooperative,4554
drop_blank_and_nan,train-cc,043,yellow,social_engagement,onlooker,2163
